TAG,TEXT,LINK
<p>,"Admission Helpline +91-8882134828","http://thapar.edu/placements/careers"
<p>,"admissions@thapar.edu","http://thapar.edu/placements/careers"
<p>,"Applications queries +91-8882134828","http://thapar.edu/placements/careers"
<p>,"technical_support@thapar.edu","http://thapar.edu/placements/careers"
<p>,"Showing 1 to 15 of 107 entries","http://thapar.edu/placements/gallery/tu-placement"
<p>,"","http://thapar.edu/placements/gallery/tu-placement"
<p>,"Thapar Institute of Engineering & Technology combines experience with new-age implementation.","http://thapar.edu/placements/gallery/tu-placement"
<p>,"Subscribe To our newsletter","http://thapar.edu/placements/gallery/tu-placement"
<p>,"","http://thapar.edu/placements/gallery/tu-placement"
<p>,"P.O. Box 32, Bhadson Road, Patiala, Punjab, Pin -147004, India","http://thapar.edu/placements/gallery/tu-placement"
<p>,"","http://thapar.edu/placements/gallery/tu-placement"
<p>,"+91-175-2393021","http://thapar.edu/placements/gallery/tu-placement"
<p>,"info@thapar.edu","http://thapar.edu/placements/gallery/tu-placement"
<p>,"Admission Helpline +91-8882134828","http://thapar.edu/placements/gallery/tu-placement"
<p>,"admissions@thapar.edu","http://thapar.edu/placements/gallery/tu-placement"
<p>,"Applications queries +91-8882134828","http://thapar.edu/placements/gallery/tu-placement"
<p>,"technical_support@thapar.edu","http://thapar.edu/placements/gallery/tu-placement"
<p>,"Showing 1 to 15 of 107 entries","http://thapar.edu/placements/gallery/tu-placement?sort=Gallery.id&direction=ASC"
<p>,"","http://thapar.edu/placements/gallery/tu-placement?sort=Gallery.id&direction=ASC"
<p>,"Thapar Institute of Engineering & Technology combines experience with new-age implementation.","http://thapar.edu/placements/gallery/tu-placement?sort=Gallery.id&direction=ASC"
<p>,"Subscribe To our newsletter","http://thapar.edu/placements/gallery/tu-placement?sort=Gallery.id&direction=ASC"
<p>,"","http://thapar.edu/placements/gallery/tu-placement?sort=Gallery.id&direction=ASC"
<p>,"P.O. Box 32, Bhadson Road, Patiala, Punjab, Pin -147004, India","http://thapar.edu/placements/gallery/tu-placement?sort=Gallery.id&direction=ASC"
<p>,"","http://thapar.edu/placements/gallery/tu-placement?sort=Gallery.id&direction=ASC"
<p>,"+91-175-2393021","http://thapar.edu/placements/gallery/tu-placement?sort=Gallery.id&direction=ASC"
<p>,"info@thapar.edu","http://thapar.edu/placements/gallery/tu-placement?sort=Gallery.id&direction=ASC"
<p>,"Admission Helpline +91-8882134828","http://thapar.edu/placements/gallery/tu-placement?sort=Gallery.id&direction=ASC"
<p>,"admissions@thapar.edu","http://thapar.edu/placements/gallery/tu-placement?sort=Gallery.id&direction=ASC"
<p>,"Applications queries +91-8882134828","http://thapar.edu/placements/gallery/tu-placement?sort=Gallery.id&direction=ASC"
<p>,"technical_support@thapar.edu","http://thapar.edu/placements/gallery/tu-placement?sort=Gallery.id&direction=ASC"
<p>,"Showing 1 to 15 of 107 entries","http://thapar.edu/placements/gallery/tu-placement?sort=Gallery.id&direction=asc"
<p>,"","http://thapar.edu/placements/gallery/tu-placement?sort=Gallery.id&direction=asc"
<p>,"Thapar Institute of Engineering & Technology combines experience with new-age implementation.","http://thapar.edu/placements/gallery/tu-placement?sort=Gallery.id&direction=asc"
<p>,"Subscribe To our newsletter","http://thapar.edu/placements/gallery/tu-placement?sort=Gallery.id&direction=asc"
<p>,"","http://thapar.edu/placements/gallery/tu-placement?sort=Gallery.id&direction=asc"
<p>,"P.O. Box 32, Bhadson Road, Patiala, Punjab, Pin -147004, India","http://thapar.edu/placements/gallery/tu-placement?sort=Gallery.id&direction=asc"
<p>,"","http://thapar.edu/placements/gallery/tu-placement?sort=Gallery.id&direction=asc"
<p>,"+91-175-2393021","http://thapar.edu/placements/gallery/tu-placement?sort=Gallery.id&direction=asc"
<p>,"info@thapar.edu","http://thapar.edu/placements/gallery/tu-placement?sort=Gallery.id&direction=asc"
<p>,"Admission Helpline +91-8882134828","http://thapar.edu/placements/gallery/tu-placement?sort=Gallery.id&direction=asc"
<p>,"admissions@thapar.edu","http://thapar.edu/placements/gallery/tu-placement?sort=Gallery.id&direction=asc"
<p>,"Applications queries +91-8882134828","http://thapar.edu/placements/gallery/tu-placement?sort=Gallery.id&direction=asc"
<p>,"technical_support@thapar.edu","http://thapar.edu/placements/gallery/tu-placement?sort=Gallery.id&direction=asc"
<p>,"Showing 1 to 15 of 107 entries","http://thapar.edu/placements/gallery/tu-placement?page=2&sort=Gallery.id&direction=asc"
<p>,"","http://thapar.edu/placements/gallery/tu-placement?page=2&sort=Gallery.id&direction=asc"
<p>,"Thapar Institute of Engineering & Technology combines experience with new-age implementation.","http://thapar.edu/placements/gallery/tu-placement?page=2&sort=Gallery.id&direction=asc"
<p>,"Subscribe To our newsletter","http://thapar.edu/placements/gallery/tu-placement?page=2&sort=Gallery.id&direction=asc"
<p>,"","http://thapar.edu/placements/gallery/tu-placement?page=2&sort=Gallery.id&direction=asc"
<p>,"P.O. Box 32, Bhadson Road, Patiala, Punjab, Pin -147004, India","http://thapar.edu/placements/gallery/tu-placement?page=2&sort=Gallery.id&direction=asc"
<p>,"","http://thapar.edu/placements/gallery/tu-placement?page=2&sort=Gallery.id&direction=asc"
<p>,"+91-175-2393021","http://thapar.edu/placements/gallery/tu-placement?page=2&sort=Gallery.id&direction=asc"
<p>,"info@thapar.edu","http://thapar.edu/placements/gallery/tu-placement?page=2&sort=Gallery.id&direction=asc"
<p>,"Admission Helpline +91-8882134828","http://thapar.edu/placements/gallery/tu-placement?page=2&sort=Gallery.id&direction=asc"
<p>,"admissions@thapar.edu","http://thapar.edu/placements/gallery/tu-placement?page=2&sort=Gallery.id&direction=asc"
<p>,"Applications queries +91-8882134828","http://thapar.edu/placements/gallery/tu-placement?page=2&sort=Gallery.id&direction=asc"
<p>,"technical_support@thapar.edu","http://thapar.edu/placements/gallery/tu-placement?page=2&sort=Gallery.id&direction=asc"
<p>,"Showing 1 to 15 of 107 entries","http://thapar.edu/placements/gallery/tu-placement?page=3&sort=Gallery.id&direction=asc"
<p>,"","http://thapar.edu/placements/gallery/tu-placement?page=3&sort=Gallery.id&direction=asc"
<p>,"Thapar Institute of Engineering & Technology combines experience with new-age implementation.","http://thapar.edu/placements/gallery/tu-placement?page=3&sort=Gallery.id&direction=asc"
<p>,"Subscribe To our newsletter","http://thapar.edu/placements/gallery/tu-placement?page=3&sort=Gallery.id&direction=asc"
<p>,"","http://thapar.edu/placements/gallery/tu-placement?page=3&sort=Gallery.id&direction=asc"
<p>,"P.O. Box 32, Bhadson Road, Patiala, Punjab, Pin -147004, India","http://thapar.edu/placements/gallery/tu-placement?page=3&sort=Gallery.id&direction=asc"
<p>,"","http://thapar.edu/placements/gallery/tu-placement?page=3&sort=Gallery.id&direction=asc"
<p>,"+91-175-2393021","http://thapar.edu/placements/gallery/tu-placement?page=3&sort=Gallery.id&direction=asc"
<p>,"info@thapar.edu","http://thapar.edu/placements/gallery/tu-placement?page=3&sort=Gallery.id&direction=asc"
<p>,"Admission Helpline +91-8882134828","http://thapar.edu/placements/gallery/tu-placement?page=3&sort=Gallery.id&direction=asc"
<p>,"admissions@thapar.edu","http://thapar.edu/placements/gallery/tu-placement?page=3&sort=Gallery.id&direction=asc"
<p>,"Applications queries +91-8882134828","http://thapar.edu/placements/gallery/tu-placement?page=3&sort=Gallery.id&direction=asc"
<p>,"technical_support@thapar.edu","http://thapar.edu/placements/gallery/tu-placement?page=3&sort=Gallery.id&direction=asc"
<p>,"Showing 1 to 15 of 107 entries","http://thapar.edu/placements/gallery/tu-placement?page=4&sort=Gallery.id&direction=asc"
<p>,"","http://thapar.edu/placements/gallery/tu-placement?page=4&sort=Gallery.id&direction=asc"
<p>,"Thapar Institute of Engineering & Technology combines experience with new-age implementation.","http://thapar.edu/placements/gallery/tu-placement?page=4&sort=Gallery.id&direction=asc"
<p>,"Subscribe To our newsletter","http://thapar.edu/placements/gallery/tu-placement?page=4&sort=Gallery.id&direction=asc"
<p>,"","http://thapar.edu/placements/gallery/tu-placement?page=4&sort=Gallery.id&direction=asc"
<p>,"P.O. Box 32, Bhadson Road, Patiala, Punjab, Pin -147004, India","http://thapar.edu/placements/gallery/tu-placement?page=4&sort=Gallery.id&direction=asc"
<p>,"","http://thapar.edu/placements/gallery/tu-placement?page=4&sort=Gallery.id&direction=asc"
<p>,"+91-175-2393021","http://thapar.edu/placements/gallery/tu-placement?page=4&sort=Gallery.id&direction=asc"
<p>,"info@thapar.edu","http://thapar.edu/placements/gallery/tu-placement?page=4&sort=Gallery.id&direction=asc"
<p>,"Admission Helpline +91-8882134828","http://thapar.edu/placements/gallery/tu-placement?page=4&sort=Gallery.id&direction=asc"
<p>,"admissions@thapar.edu","http://thapar.edu/placements/gallery/tu-placement?page=4&sort=Gallery.id&direction=asc"
<p>,"Applications queries +91-8882134828","http://thapar.edu/placements/gallery/tu-placement?page=4&sort=Gallery.id&direction=asc"
<p>,"technical_support@thapar.edu","http://thapar.edu/placements/gallery/tu-placement?page=4&sort=Gallery.id&direction=asc"
<p>,"Showing 1 to 15 of 107 entries","http://thapar.edu/placements/gallery/tu-placement?page=5&sort=Gallery.id&direction=asc"
<p>,"","http://thapar.edu/placements/gallery/tu-placement?page=5&sort=Gallery.id&direction=asc"
<p>,"Thapar Institute of Engineering & Technology combines experience with new-age implementation.","http://thapar.edu/placements/gallery/tu-placement?page=5&sort=Gallery.id&direction=asc"
<p>,"Subscribe To our newsletter","http://thapar.edu/placements/gallery/tu-placement?page=5&sort=Gallery.id&direction=asc"
<p>,"","http://thapar.edu/placements/gallery/tu-placement?page=5&sort=Gallery.id&direction=asc"
<p>,"P.O. Box 32, Bhadson Road, Patiala, Punjab, Pin -147004, India","http://thapar.edu/placements/gallery/tu-placement?page=5&sort=Gallery.id&direction=asc"
<p>,"","http://thapar.edu/placements/gallery/tu-placement?page=5&sort=Gallery.id&direction=asc"
<p>,"+91-175-2393021","http://thapar.edu/placements/gallery/tu-placement?page=5&sort=Gallery.id&direction=asc"
<p>,"info@thapar.edu","http://thapar.edu/placements/gallery/tu-placement?page=5&sort=Gallery.id&direction=asc"
<p>,"Admission Helpline +91-8882134828","http://thapar.edu/placements/gallery/tu-placement?page=5&sort=Gallery.id&direction=asc"
<p>,"admissions@thapar.edu","http://thapar.edu/placements/gallery/tu-placement?page=5&sort=Gallery.id&direction=asc"
<p>,"Applications queries +91-8882134828","http://thapar.edu/placements/gallery/tu-placement?page=5&sort=Gallery.id&direction=asc"
<p>,"technical_support@thapar.edu","http://thapar.edu/placements/gallery/tu-placement?page=5&sort=Gallery.id&direction=asc"
<p>,"Showing 1 to 15 of 107 entries","http://thapar.edu/placements/gallery/tu-placement?page=6&sort=Gallery.id&direction=asc"
<p>,"","http://thapar.edu/placements/gallery/tu-placement?page=6&sort=Gallery.id&direction=asc"
<p>,"Thapar Institute of Engineering & Technology combines experience with new-age implementation.","http://thapar.edu/placements/gallery/tu-placement?page=6&sort=Gallery.id&direction=asc"
<p>,"Subscribe To our newsletter","http://thapar.edu/placements/gallery/tu-placement?page=6&sort=Gallery.id&direction=asc"
<p>,"","http://thapar.edu/placements/gallery/tu-placement?page=6&sort=Gallery.id&direction=asc"
<p>,"P.O. Box 32, Bhadson Road, Patiala, Punjab, Pin -147004, India","http://thapar.edu/placements/gallery/tu-placement?page=6&sort=Gallery.id&direction=asc"
<p>,"","http://thapar.edu/placements/gallery/tu-placement?page=6&sort=Gallery.id&direction=asc"
<p>,"+91-175-2393021","http://thapar.edu/placements/gallery/tu-placement?page=6&sort=Gallery.id&direction=asc"
<p>,"info@thapar.edu","http://thapar.edu/placements/gallery/tu-placement?page=6&sort=Gallery.id&direction=asc"
<p>,"Admission Helpline +91-8882134828","http://thapar.edu/placements/gallery/tu-placement?page=6&sort=Gallery.id&direction=asc"
<p>,"admissions@thapar.edu","http://thapar.edu/placements/gallery/tu-placement?page=6&sort=Gallery.id&direction=asc"
<p>,"Applications queries +91-8882134828","http://thapar.edu/placements/gallery/tu-placement?page=6&sort=Gallery.id&direction=asc"
<p>,"technical_support@thapar.edu","http://thapar.edu/placements/gallery/tu-placement?page=6&sort=Gallery.id&direction=asc"
<p>,"Showing 1 to 15 of 107 entries","http://thapar.edu/placements/gallery/tu-placement?page=7&sort=Gallery.id&direction=asc"
<p>,"","http://thapar.edu/placements/gallery/tu-placement?page=7&sort=Gallery.id&direction=asc"
<p>,"Thapar Institute of Engineering & Technology combines experience with new-age implementation.","http://thapar.edu/placements/gallery/tu-placement?page=7&sort=Gallery.id&direction=asc"
<p>,"Subscribe To our newsletter","http://thapar.edu/placements/gallery/tu-placement?page=7&sort=Gallery.id&direction=asc"
<p>,"","http://thapar.edu/placements/gallery/tu-placement?page=7&sort=Gallery.id&direction=asc"
<p>,"P.O. Box 32, Bhadson Road, Patiala, Punjab, Pin -147004, India","http://thapar.edu/placements/gallery/tu-placement?page=7&sort=Gallery.id&direction=asc"
<p>,"","http://thapar.edu/placements/gallery/tu-placement?page=7&sort=Gallery.id&direction=asc"
<p>,"+91-175-2393021","http://thapar.edu/placements/gallery/tu-placement?page=7&sort=Gallery.id&direction=asc"
<p>,"info@thapar.edu","http://thapar.edu/placements/gallery/tu-placement?page=7&sort=Gallery.id&direction=asc"
<p>,"Admission Helpline +91-8882134828","http://thapar.edu/placements/gallery/tu-placement?page=7&sort=Gallery.id&direction=asc"
<p>,"admissions@thapar.edu","http://thapar.edu/placements/gallery/tu-placement?page=7&sort=Gallery.id&direction=asc"
<p>,"Applications queries +91-8882134828","http://thapar.edu/placements/gallery/tu-placement?page=7&sort=Gallery.id&direction=asc"
<p>,"technical_support@thapar.edu","http://thapar.edu/placements/gallery/tu-placement?page=7&sort=Gallery.id&direction=asc"
<p>,"Showing 1 to 2 of 107 entries","http://thapar.edu/placements/gallery/tu-placement?page=8&sort=Gallery.id&direction=asc"
<p>,"","http://thapar.edu/placements/gallery/tu-placement?page=8&sort=Gallery.id&direction=asc"
<p>,"Thapar Institute of Engineering & Technology combines experience with new-age implementation.","http://thapar.edu/placements/gallery/tu-placement?page=8&sort=Gallery.id&direction=asc"
<p>,"Subscribe To our newsletter","http://thapar.edu/placements/gallery/tu-placement?page=8&sort=Gallery.id&direction=asc"
<p>,"","http://thapar.edu/placements/gallery/tu-placement?page=8&sort=Gallery.id&direction=asc"
<p>,"P.O. Box 32, Bhadson Road, Patiala, Punjab, Pin -147004, India","http://thapar.edu/placements/gallery/tu-placement?page=8&sort=Gallery.id&direction=asc"
<p>,"","http://thapar.edu/placements/gallery/tu-placement?page=8&sort=Gallery.id&direction=asc"
<p>,"+91-175-2393021","http://thapar.edu/placements/gallery/tu-placement?page=8&sort=Gallery.id&direction=asc"
<p>,"info@thapar.edu","http://thapar.edu/placements/gallery/tu-placement?page=8&sort=Gallery.id&direction=asc"
<p>,"Admission Helpline +91-8882134828","http://thapar.edu/placements/gallery/tu-placement?page=8&sort=Gallery.id&direction=asc"
<p>,"admissions@thapar.edu","http://thapar.edu/placements/gallery/tu-placement?page=8&sort=Gallery.id&direction=asc"
<p>,"Applications queries +91-8882134828","http://thapar.edu/placements/gallery/tu-placement?page=8&sort=Gallery.id&direction=asc"
<p>,"technical_support@thapar.edu","http://thapar.edu/placements/gallery/tu-placement?page=8&sort=Gallery.id&direction=asc"
<p>,"University of Waterloo (UW) and Thapar Institute of Engineering & Technology (TIET), Patiala signed an MoU to explore the possibility for cooperation in education and industrial training. TIET will offer an industrial training programme at TIET for UW engineering students in Mechanical Engineering Technologies such as machining, welding, computer assisted design and drafting, basic electricity and metrology. Both institutions will jointly design, manage and monitor the programme as outlined in the “Proposal for Industrial Training Programme”. TIET will undertake the curriculum, lectures and practical contents, tools and equipment, logistics of boarding, lodging and transportation, medical, safety and security arrangements.","http://thapar.edu/outreaches/pages"
<p>,"The MOU between Indian Institute of Petroleum – Dehradun (IIP)and Thapar Institute of Engineering & Technology (TIET) were signed to collaborate with each other in development and modification of products and processes in the area of petrochemicals, fuels etc. According to MOU, TIET shall allow IIP personnel to enroll Ph.D. at TIET subject to their fulfilling eligibility criteria and academic regulations of TIET. Such IIP personnel who have enrolled at TIET shall be at their option allowed to carry out their research work at both TIET and IIP under joint supervision of TIET faculty and IIP scientists. Supervisors shall be nominated for individual Ph.D. research scholar on case to case basis by the Parties. Such research scholars shall be awarded degree by TIET, subject to their successful completion.","http://thapar.edu/outreaches/pages"
<p>,"","http://thapar.edu/outreaches/pages"
<p>,"Thapar Institute of Engineering & Technology combines experience with new-age implementation.","http://thapar.edu/outreaches/pages"
<p>,"Subscribe To our newsletter","http://thapar.edu/outreaches/pages"
<p>,"","http://thapar.edu/outreaches/pages"
<p>,"P.O. Box 32, Bhadson Road, Patiala, Punjab, Pin -147004, India","http://thapar.edu/outreaches/pages"
<p>,"","http://thapar.edu/outreaches/pages"
<p>,"+91-175-2393021","http://thapar.edu/outreaches/pages"
<p>,"info@thapar.edu","http://thapar.edu/outreaches/pages"
<p>,"Admission Helpline +91-8882134828","http://thapar.edu/outreaches/pages"
<p>,"admissions@thapar.edu","http://thapar.edu/outreaches/pages"
<p>,"Applications queries +91-8882134828","http://thapar.edu/outreaches/pages"
<p>,"technical_support@thapar.edu","http://thapar.edu/outreaches/pages"
<p>,"Click Here to visit New Website","http://thapar.edu/outreaches/pages/sai-labs"
<p>,"","http://thapar.edu/outreaches/pages/sai-labs"
<p>,"Thapar Institute of Engineering & Technology combines experience with new-age implementation.","http://thapar.edu/outreaches/pages/sai-labs"
<p>,"Subscribe To our newsletter","http://thapar.edu/outreaches/pages/sai-labs"
<p>,"","http://thapar.edu/outreaches/pages/sai-labs"
<p>,"P.O. Box 32, Bhadson Road, Patiala, Punjab, Pin -147004, India","http://thapar.edu/outreaches/pages/sai-labs"
<p>,"","http://thapar.edu/outreaches/pages/sai-labs"
<p>,"+91-175-2393021","http://thapar.edu/outreaches/pages/sai-labs"
<p>,"info@thapar.edu","http://thapar.edu/outreaches/pages/sai-labs"
<p>,"Admission Helpline +91-8882134828","http://thapar.edu/outreaches/pages/sai-labs"
<p>,"admissions@thapar.edu","http://thapar.edu/outreaches/pages/sai-labs"
<p>,"Applications queries +91-8882134828","http://thapar.edu/outreaches/pages/sai-labs"
<p>,"technical_support@thapar.edu","http://thapar.edu/outreaches/pages/sai-labs"
<p>,"Creative computer Society of the institute started a Computer Literacy Program for the Poor students of 6 weeks in which 93 poor students were given the free education on basics of computers. The students were from nearby villages and areas. TIET students given some time from their studies to teach them free of cost. The program was rum from 18.09.06-29.10.06. The student teachers were Mr. Aseem Gaurav, Mr. Vishnu Prakash, Mr. Udit Khandelwal and Mr. Nitin.","http://thapar.edu/outreaches/pages/social"
<p>,"STEP is working to help the people become better enterpreneurs in the upcoming areas of biotechnology. A total of nine EDP (Entrepreneurship Development Programs) – 4 in the area of biofertilizers; 1 in Mushroom Cultivation, 2 programs each in Micropropagation and Food technology were organised. One entrepreneurship awareness camp was organized in November 2005. Infrastructure facilities worth 22.6 lakhs have been procured and are operational as specialized well equipped labs for biofertilizers, biopesticides production; food processing and analysis, temperature controlled rooms, inoculation and instrumentation rooms. Facilities for vermicomposting, commercial mushroom cultivation and production and blue green algal fertilizers have been commissioned. Biofertilizers – Nitrofix and Phosul have been developed and ready for technology transfer","http://thapar.edu/outreaches/pages/social"
<p>,"Pratigya is an forum where the students of TIET teach the poor students in the open sky and help them to become literate.","http://thapar.edu/outreaches/pages/social"
<p>,"","http://thapar.edu/outreaches/pages/social"
<p>,"Thapar Institute of Engineering & Technology combines experience with new-age implementation.","http://thapar.edu/outreaches/pages/social"
<p>,"Subscribe To our newsletter","http://thapar.edu/outreaches/pages/social"
<p>,"","http://thapar.edu/outreaches/pages/social"
<p>,"P.O. Box 32, Bhadson Road, Patiala, Punjab, Pin -147004, India","http://thapar.edu/outreaches/pages/social"
<p>,"","http://thapar.edu/outreaches/pages/social"
<p>,"+91-175-2393021","http://thapar.edu/outreaches/pages/social"
<p>,"info@thapar.edu","http://thapar.edu/outreaches/pages/social"
<p>,"Admission Helpline +91-8882134828","http://thapar.edu/outreaches/pages/social"
<p>,"admissions@thapar.edu","http://thapar.edu/outreaches/pages/social"
<p>,"Applications queries +91-8882134828","http://thapar.edu/outreaches/pages/social"
<p>,"technical_support@thapar.edu","http://thapar.edu/outreaches/pages/social"
<p>,"The MOU between IBM India Limited (IBM) and Thapar Institute of Engineering and Technology were signed. The primary aim of this partnership is to aid Thapar Institute of Engineering and Technology in establishing a high quality people repository in software technologies. This will help Thapar Institute of Engineering and Technology in teaching and training their students on strategic technologies and to position them to support India’s Information Technology initiatives","http://thapar.edu/outreaches/pages/industries"
<p>,"As per the said MOU, there will be an opportunity to get the Institute recognized by the Industry and academic circles as one of the preferred locations for acquiring training and skills development in latest technology and software.","http://thapar.edu/outreaches/pages/industries"
<p>,"The MOU between S.T. Micro Electronics and Thapar Institute of Engineering and Technology were signed. ST Micro Electronics is offering a free Electronic Design Automation (EDA) Software toolset known as “the GOSPL Platform” which is used for the design and development of Field Programmable Gate Arrays. GOSPL Web Portal Provides a scalable and reliable space on the internet for the GOSPL Community to use and share the development platform and safely work together.","http://thapar.edu/outreaches/pages/industries"
<p>,"The MOU between Quark Benevolent Private Limited, Mohali (QB) and Thapar Institute of Engineering and Technology were signed. The QB through this MOU wishes to initiate a Scholarship Programme for meritorious economically weak and physically challenged students pursuing studies in Computer Engineering and desires to award monetary assistance to such students in pursuance of its objective to participate in community building and help to deserving students. The Thapar Institute of Engineering and Technology will extends assistance and cooperation to the Scholarship programme exclusively for the benefit of the meritorious economically weak undergraduate computer science engineering students of the Institute.","http://thapar.edu/outreaches/pages/industries"
<p>,"The MOU between Infosys, Bangalore and Thapar Institute of Engineering and Technology were signed for the purpose of enriching the technical education process and to jointly work for enhancing the quality of education imparted to students of all the engineering disciplines in the field of Information Technology (IT).","http://thapar.edu/outreaches/pages/industries"
<p>,"As a part of the program Infosys shall provide the institute with the agreed upon incentives and materials, and the institute shall use these as per Infosys guidelines. The institute will have to bear all expenses such as providing infrastructure, network and internet access and other facilities required for the education and training. Infosys will also provide the partner with adequate publicity material such as handouts, information brochures and posters. The institute shall return any returnable materials to Infosys on the termination or expiry of this MOU or when requested by Infosys.","http://thapar.edu/outreaches/pages/industries"
<p>,"The MOU between Intel Technology India Pvt. Ltd., Banglore and Thapar Institute of Engineering and Technology were signed for Intel Internet Exchange Architecture (IXA) Program.","http://thapar.edu/outreaches/pages/industries"
<p>,"Two main goals were established for this program: (i) To create a worldwide network of universities involved in research around Intel's Embedded IA family of processors and Intel® IA/IXA architecture in general.","http://thapar.edu/outreaches/pages/industries"
<p>,"To create Intel® learning laboratories in the best engineering universities around the world in order to give Computer Science and Electrical/Electronics Engineering students the opportunity to interact and learn how to program Intel's family of IA processors.","http://thapar.edu/outreaches/pages/industries"
<p>,"To date, the program has funded close to 100 universities in six continents around the world.","http://thapar.edu/outreaches/pages/industries"
<p>,"Initially, to start IXA research activities at Thapar Institute of Engineering and Technology , Intel funded four-IXP1200 kits two each to Computer Science and Engineering Department and Electronic and Communication Engineering Department. Later on based upon Intel’s perception of Network Processors growing market, Computer Science and Engineering Department floated a course as an elective to ME students CT005 Network System Design which is currently being taught.","http://thapar.edu/outreaches/pages/industries"
<p>,"Based on continuous efforts and participation at various IXA events by CSED faculty and students, Intel funded two IXA 2400 kits to the department. Students pursuing Network System Design are utilizing these network processors for their lab work and furthermore one thesis based on IXA has been submitted and one research paper has been publish in a National Conference.","http://thapar.edu/outreaches/pages/industries"
<p>,"Under the ongoing Intel Higher Education Program, the Finals of Intel® IXA Student Contest 2005 was on 12-13th Sep 2005 at the Centre for Electronics & Design Technology (CEDT), Indian Institute of Science, Bangalore and participating team from Thapar Institute of Engineering and Technology (two students and one faculty member) scored fourth rank for their effort.","http://thapar.edu/outreaches/pages/industries"
<p>,"The MOU is between Government of India, Department of Information Technology (DIT) and the Participating Institution i.e. Thapar Institute of Engineering and Technology , Patiala for implementing the project on “Special Manpower Development for VLSI Design and Related Software SMDP-II”.","http://thapar.edu/outreaches/pages/industries"
<p>,"The project namely “Special Manpower Development for VLSI Design and Related Software SMDP-II” for training of quality manpower in the area of VLSI Design and Related Software has been initiated by the Department of Information Technology, Govt. of India in cooperation with MHRD, UGC and AICTE for an estimated amount of Rs. 4998 lakhs (four thousand nine hundred ninety eight lakhs only).","http://thapar.edu/outreaches/pages/industries"
<p>,"The MOU is between Techno Waxchem Pvt. Ltd. Kolkata (TWC) and Thapar Institute of Engineering and Technology , Patiala for the purpose of technical collaboration related to development of the products and quality control.","http://thapar.edu/outreaches/pages/industries"
<p>,"This MoU is for collaboration between both parties, for providing expert guidance/ consultancy. Both parties shall take all reasonable steps to ensure the successful completion of the collaboration and co-operate with each other in carrying out the obligations agreed upon.","http://thapar.edu/outreaches/pages/industries"
<p>,"The MOU is between K.B.R.L. Ltd. Sangrur and Thapar Institute of Engineering and Technology , Patiala for the purpose of technical collaboration. K.B.R.L. Bhasaur (Dhuri), Distt. Sangrur (Punjab – 148024) with its registered office 5190, Lahori Gate, Delhi – 110 006 (India)","http://thapar.edu/outreaches/pages/industries"
<p>,"This MoU is for collaboration between both parties, for providing expert guidance/ consultancy for the specific project “Feasibility of Acetic acid recovery from effluents”.. Both parties shall take all reasonable steps to ensure the successful completion of the collaboration and co-operate with each other in carrying out the obligations agreed upon. The collaboration will be the joint venture of both the parties and shall not allow each party from having collaboration with others for this specific process undertaken, without prior permission of the other party in writing. However, Thapar Institute of Engineering and Technology reserves the right to improvise on this process on their own.","http://thapar.edu/outreaches/pages/industries"
<p>,"This Memorandum of Understanding (MoU) is entered BETWEEN Thapar Institute of Engineering & Technology, Patiala (hereinafter referred to as “Thapar Institute of Engineering and Technology ”) represented by the Director, Post Box No.32, Patiala : 147 004 AND Central Scientific Instruments Organisation, Chandigarh (hereinafter referred to as “CSIO”), a constitutent laboratory of Council of Scientific & Industrial Research (CSIR) represented by the Director having its office at Sector-30, Chandigarh : 160 030","http://thapar.edu/outreaches/pages/industries"
<p>,"To promote Academic and Research Co-operation between the two institutes. CSIO and Thapar Institute of Engineering and Technology will undertake joint research work in the areas of mutual interest. The concerned scientists of CSIO and corresponding faculty members of Thapar Institute of Engineering and Technology will formulate Research projects and HRD plans for joint work with due approval of both the participating institutions. Impart training to staff, students and technical personnel within the areas of co-operation. Joint Sponsored and Consultancy Projects could be undertaken, with both long term and short term goals, keeping in view the interests and philosophies of the respective institutions.","http://thapar.edu/outreaches/pages/industries"
<p>,"","http://thapar.edu/outreaches/pages/industries"
<p>,"Thapar Institute of Engineering & Technology combines experience with new-age implementation.","http://thapar.edu/outreaches/pages/industries"
<p>,"Subscribe To our newsletter","http://thapar.edu/outreaches/pages/industries"
<p>,"","http://thapar.edu/outreaches/pages/industries"
<p>,"P.O. Box 32, Bhadson Road, Patiala, Punjab, Pin -147004, India","http://thapar.edu/outreaches/pages/industries"
<p>,"","http://thapar.edu/outreaches/pages/industries"
<p>,"+91-175-2393021","http://thapar.edu/outreaches/pages/industries"
<p>,"info@thapar.edu","http://thapar.edu/outreaches/pages/industries"
<p>,"Admission Helpline +91-8882134828","http://thapar.edu/outreaches/pages/industries"
<p>,"admissions@thapar.edu","http://thapar.edu/outreaches/pages/industries"
<p>,"Applications queries +91-8882134828","http://thapar.edu/outreaches/pages/industries"
<p>,"technical_support@thapar.edu","http://thapar.edu/outreaches/pages/industries"
<p>,"","http://thapar.edu/outreaches/moues"
<p>,"Thapar Institute of Engineering & Technology combines experience with new-age implementation.","http://thapar.edu/outreaches/moues"
<p>,"Subscribe To our newsletter","http://thapar.edu/outreaches/moues"
<p>,"","http://thapar.edu/outreaches/moues"
